회차,추첨일,당첨번호 1,2,3,4,5,6
1/6/2012,2012-01-06,1,11,12,17,36,41
1/4/2012,2012-01-04,11,12,19,22,30,34
1/2/2012,2012-01-02,9,12,13,19,34,35
12/30/2011,2011-12-30,1,2,13,16,17,23
12/28/2011,2011-12-28,11,16,18,21,29,30
12/26/2011,2011-12-26,9,12,35,37,39,41
12/23/2011,2011-12-23,4,10,21,27,39,43
12/21/2011,2011-12-21,18,22,23,28,30,40
12/19/2011,2011-12-19,3,15,21,24,33,34
12/16/2011,2011-12-16,1,10,21,27,38,44
12/14/2011,2011-12-14,10,16,20,26,28,41
12/12/2011,2011-12-12,6,7,25,30,32,36
12/9/2011,2011-12-09,16,21,27,35,37,42
12/7/2011,2011-12-07,5,8,26,32,38,41
12/5/2011,2011-12-05,11,17,28,39,43,44
12/2/2011,2011-12-02,17,20,29,30,43,45
11/30/2011,2011-11-30,6,10,13,29,34,42
11/28/2011,2011-11-28,5,27,29,32,39,43
11/25/2011,2011-11-25,1,8,15,29,32,42
11/23/2011,2011-11-23,5,23,25,35,39,45
11/21/2011,2011-11-21,4,13,19,25,29,30
11/18/2011,2011-11-18,13,14,17,19,31,38
11/16/2011,2011-11-16,3,7,17,25,39,45
11/14/2011,2011-11-14,13,17,18,20,35,41
11/11/2011,2011-11-11,3,10,18,21,27,40
11/9/2011,2011-11-09,1,8,27,35,42,44
11/7/2011,2011-11-07,1,12,23,33,34,42
11/4/2011,2011-11-04,11,20,25,31,35,40
11/2/2011,2011-11-02,6,17,23,30,38,45
10/31/2011,2011-10-31,8,9,22,33,34,41
10/28/2011,2011-10-28,6,16,21,22,24,39
10/26/2011,2011-10-26,2,13,20,23,30,33
10/24/2011,2011-10-24,5,19,20,33,36,41
10/21/2011,2011-10-21,6,13,17,31,33,38
10/19/2011,2011-10-19,1,6,26,34,40,45
10/17/2011,2011-10-17,7,9,10,16,22,40
10/14/2011,2011-10-14,8,18,24,27,33,40
10/12/2011,2011-10-12,12,20,21,28,30,33
10/10/2011,2011-10-10,5,14,16,27,33,42
10/7/2011,2011-10-07,4,9,20,22,31,36
10/5/2011,2011-10-05,13,20,27,37,40,44
10/3/2011,2011-10-03,3,8,10,21,25,41
9/30/2011,2011-09-30,11,13,21,26,27,33
9/28/2011,2011-09-28,11,26,29,36,37,41
9/26/2011,2011-09-26,10,20,23,32,34,43
9/23/2011,2011-09-23,1,22,26,31,39,44
9/21/2011,2011-09-21,8,11,26,29,35,43
9/19/2011,2011-09-19,1,3,11,14,40,43
9/16/2011,2011-09-16,2,5,9,10,23,33
9/14/2011,2011-09-14,4,6,15,22,31,32
9/12/2011,2011-09-12,7,15,16,29,35,42
9/9/2011,2011-09-09,11,12,17,23,38,41
9/7/2011,2011-09-07,1,13,20,26,37,44
9/5/2011,2011-09-05,4,9,12,29,30,44
9/2/2011,2011-09-02,2,26,27,31,37,38
8/31/2011,2011-08-31,10,17,29,32,35,45
8/29/2011,2011-08-29,2,18,28,30,32,41
8/26/2011,2011-08-26,9,11,21,26,27,34
8/24/2011,2011-08-24,16,21,25,29,33,42
8/22/2011,2011-08-22,3,21,24,31,34,43
8/19/2011,2011-08-19,4,6,9,23,33,41
8/17/2011,2011-08-17,14,20,25,26,27,40
8/15/2011,2011-08-15,3,11,17,34,35,38
8/12/2011,2011-08-12,3,7,9,13,33,44
8/10/2011,2011-08-10,22,24,33,35,37,43
8/8/2011,2011-08-08,4,9,25,30,35,39
8/5/2011,2011-08-05,4,10,23,25,35,36
8/3/2011,2011-08-03,2,5,9,20,35,42
8/1/2011,2011-08-01,11,24,26,28,30,43
7/29/2011,2011-07-29,17,18,34,39,42,45
7/27/2011,2011-07-27,4,20,26,35,40,41
7/25/2011,2011-07-25,1,12,22,23,33,41
7/22/2011,2011-07-22,5,15,17,23,29,39
7/20/2011,2011-07-20,3,6,14,16,24,29
7/18/2011,2011-07-18,13,15,20,24,34,35
7/15/2011,2011-07-15,6,8,10,19,26,43
7/13/2011,2011-07-13,3,27,30,32,34,39
7/11/2011,2011-07-11,7,17,20,27,28,37
7/8/2011,2011-07-08,1,3,7,8,20,25
7/6/2011,2011-07-06,5,10,27,30,31,33
7/4/2011,2011-07-04,6,16,20,26,27,39
7/1/2011,2011-07-01,1,6,15,26,33,41
6/29/2011,2011-06-29,12,30,31,34,35,43
6/27/2011,2011-06-27,1,16,20,32,36,39
6/24/2011,2011-06-24,3,5,20,21,33,34
6/22/2011,2011-06-22,10,13,19,23,35,37
6/20/2011,2011-06-20,2,17,18,38,39,40
6/17/2011,2011-06-17,2,6,12,17,28,45
6/15/2011,2011-06-15,9,14,17,18,22,42
6/13/2011,2011-06-13,15,16,27,30,33,37
6/10/2011,2011-06-10,1,7,9,11,13,15
6/8/2011,2011-06-08,6,10,15,30,42,44
6/6/2011,2011-06-06,9,14,23,24,35,45
6/3/2011,2011-06-03,9,13,15,32,38,45
6/1/2011,2011-06-01,1,3,13,15,43,45
5/30/2011,2011-05-30,2,9,10,35,39,43
5/27/2011,2011-05-27,23,26,27,34,37,40
5/25/2011,2011-05-25,3,14,24,38,42,45
5/23/2011,2011-05-23,9,15,17,30,32,33
5/20/2011,2011-05-20,4,15,23,24,27,44
5/18/2011,2011-05-18,2,8,15,29,30,43
5/16/2011,2011-05-16,13,20,24,25,36,39
5/13/2011,2011-05-13,14,16,19,26,29,38
5/11/2011,2011-05-11,5,19,26,28,30,44
5/9/2011,2011-05-09,2,15,16,37,40,45
5/6/2011,2011-05-06,9,15,32,33,36,39
5/4/2011,2011-05-04,6,11,18,34,39,44
5/2/2011,2011-05-02,8,10,12,24,38,44
4/29/2011,2011-04-29,3,26,28,29,32,40
4/27/2011,2011-04-27,2,10,25,28,33,37
4/25/2011,2011-04-25,5,14,15,39,41,42
4/20/2011,2011-04-20,8,12,21,23,37,42
4/18/2011,2011-04-18,15,17,18,28,33,34
4/15/2011,2011-04-15,2,12,14,31,32,43
4/13/2011,2011-04-13,8,12,15,23,27,31
4/11/2011,2011-04-11,11,17,25,41,44,45
4/8/2011,2011-04-08,13,22,39,41,42,45
4/6/2011,2011-04-06,13,17,23,30,33,36
4/4/2011,2011-04-04,12,17,22,29,33,37
4/1/2011,2011-04-01,1,4,7,31,35,38
3/30/2011,2011-03-30,5,17,28,30,36,39
3/28/2011,2011-03-28,1,5,6,15,32,45
3/25/2011,2011-03-25,19,23,28,36,40,44
3/23/2011,2011-03-23,1,8,16,18,26,31
3/21/2011,2011-03-21,12,14,18,19,32,34
3/18/2011,2011-03-18,1,3,21,31,39,44
3/16/2011,2011-03-16,8,9,25,27,34,37
3/14/2011,2011-03-14,14,18,24,28,39,42
3/11/2011,2011-03-11,1,2,12,25,26,31
3/9/2011,2011-03-09,4,19,24,31,40,41
3/7/2011,2011-03-07,3,4,6,22,30,32
3/4/2011,2011-03-04,1,15,33,38,40,43
3/2/2011,2011-03-02,16,19,24,25,27,30
2/28/2011,2011-02-28,3,5,11,30,32,44
2/25/2011,2011-02-25,21,24,25,35,39,41
2/23/2011,2011-02-23,8,13,22,23,29,32
2/21/2011,2011-02-21,1,3,4,6,18,45
2/18/2011,2011-02-18,9,10,12,14,21,29
2/16/2011,2011-02-16,2,3,6,15,23,29
2/14/2011,2011-02-14,6,11,12,21,28,31
2/11/2011,2011-02-11,7,17,19,33,35,40
2/9/2011,2011-02-09,11,12,13,29,30,36
2/7/2011,2011-02-07,11,18,21,25,38,45
2/4/2011,2011-02-04,2,3,4,12,23,38
2/2/2011,2011-02-02,25,26,27,33,34,38
1/31/2011,2011-01-31,2,5,6,11,14,17
1/28/2011,2011-01-28,4,5,20,31,36,43
1/26/2011,2011-01-26,4,15,18,20,23,32
1/24/2011,2011-01-24,3,4,7,9,21,37
1/21/2011,2011-01-21,12,14,23,24,34,39
1/19/2011,2011-01-19,5,10,33,36,41,44
1/17/2011,2011-01-17,5,11,13,28,35,43
1/14/2011,2011-01-14,4,11,16,25,26,30
1/12/2011,2011-01-12,5,11,13,14,37,38
1/10/2011,2011-01-10,19,20,29,35,43,45
1/7/2011,2011-01-07,1,2,8,9,11,12
1/5/2011,2011-01-05,3,14,18,23,28,35
1/3/2011,2011-01-03,1,11,19,35,39,42
12/31/2010,2010-12-31,13,26,27,35,38,40
12/29/2010,2010-12-29,5,7,9,22,30,39
12/27/2010,2010-12-27,6,7,10,13,19,43
12/24/2010,2010-12-24,6,14,15,21,40,41
12/22/2010,2010-12-22,26,27,29,34,36,44
12/20/2010,2010-12-20,5,27,33,37,38,43
12/17/2010,2010-12-17,3,6,10,11,17,36
12/15/2010,2010-12-15,10,13,16,19,30,37
12/13/2010,2010-12-13,10,13,15,27,37,39
12/10/2010,2010-12-10,11,16,24,31,33,42
12/8/2010,2010-12-08,10,16,27,32,39,43
12/6/2010,2010-12-06,2,14,24,25,30,34
12/3/2010,2010-12-03,11,18,20,27,36,40
12/1/2010,2010-12-01,12,15,28,30,39,45
11/29/2010,2010-11-29,2,16,31,33,35,43
11/26/2010,2010-11-26,1,7,11,12,21,42
11/24/2010,2010-11-24,5,17,20,25,31,33
11/22/2010,2010-11-22,8,10,21,36,42,45
11/19/2010,2010-11-19,7,9,12,14,22,26
11/17/2010,2010-11-17,2,4,13,19,22,29
11/15/2010,2010-11-15,11,17,19,32,39,43
11/12/2010,2010-11-12,1,20,29,32,34,35
11/10/2010,2010-11-10,2,6,9,11,26,37
11/8/2010,2010-11-08,8,10,14,26,32,40
11/5/2010,2010-11-05,6,11,19,24,25,31
11/3/2010,2010-11-03,5,8,9,25,29,43
11/1/2010,2010-11-01,3,5,6,17,21,26
10/29/2010,2010-10-29,4,8,16,19,21,26
10/27/2010,2010-10-27,6,8,11,14,28,44
10/25/2010,2010-10-25,6,17,22,24,28,45
10/22/2010,2010-10-22,13,14,25,36,37,45
10/20/2010,2010-10-20,5,13,16,17,28,43
10/18/2010,2010-10-18,22,23,25,39,42,44
10/15/2010,2010-10-15,12,28,30,33,35,36
10/13/2010,2010-10-13,5,9,11,23,34,43
10/11/2010,2010-10-11,4,6,13,15,38,44
10/8/2010,2010-10-08,25,26,28,29,39,41
10/6/2010,2010-10-06,4,14,37,38,40,41
10/4/2010,2010-10-04,8,14,25,26,36,37
10/1/2010,2010-10-01,4,20,27,30,31,32
9/29/2010,2010-09-29,8,11,15,17,22,32
9/27/2010,2010-09-27,13,24,25,27,43,44
9/24/2010,2010-09-24,7,12,17,22,38,43
9/22/2010,2010-09-22,3,8,13,24,29,31
9/20/2010,2010-09-20,3,8,16,22,26,35
9/17/2010,2010-09-17,7,19,21,24,35,41
9/15/2010,2010-09-15,6,15,20,27,32,40
9/13/2010,2010-09-13,2,7,15,20,37,45
9/10/2010,2010-09-10,4,14,17,29,31,33
9/8/2010,2010-09-08,4,13,19,22,25,37
9/6/2010,2010-09-06,2,4,6,27,42,44
9/3/2010,2010-09-03,1,4,17,21,32,43
9/1/2010,2010-09-01,1,10,12,21,44,45
8/30/2010,2010-08-30,3,13,14,21,25,28
8/27/2010,2010-08-27,1,19,21,30,31,43
8/25/2010,2010-08-25,1,9,16,19,29,38
8/23/2010,2010-08-23,21,26,28,31,32,38
8/20/2010,2010-08-20,8,15,23,26,33,41
8/18/2010,2010-08-18,4,6,15,16,19,33
8/16/2010,2010-08-16,3,4,19,23,31,41
8/13/2010,2010-08-13,1,21,24,25,37,38
8/11/2010,2010-08-11,1,6,9,22,23,36
8/9/2010,2010-08-09,1,12,13,28,37,43
8/6/2010,2010-08-06,5,8,24,36,40,41
8/4/2010,2010-08-04,14,15,27,28,36,44
8/2/2010,2010-08-02,5,6,17,18,38,44
7/30/2010,2010-07-30,10,14,26,34,36,45
7/28/2010,2010-07-28,2,6,23,29,31,44
7/26/2010,2010-07-26,2,15,23,25,27,44
7/23/2010,2010-07-23,3,27,29,38,40,43
7/21/2010,2010-07-21,3,10,25,28,30,35
7/19/2010,2010-07-19,10,12,15,30,36,40
7/16/2010,2010-07-16,8,10,16,22,27,40
7/14/2010,2010-07-14,21,26,29,35,42,44
7/12/2010,2010-07-12,6,11,20,28,33,38
7/9/2010,2010-07-09,2,9,11,13,24,38
7/7/2010,2010-07-07,17,25,27,30,31,40
7/5/2010,2010-07-05,10,11,25,29,34,38
7/2/2010,2010-07-02,1,4,5,35,36,41
6/30/2010,2010-06-30,4,5,7,16,23,44
6/28/2010,2010-06-28,2,6,8,33,44,45
6/25/2010,2010-06-25,3,9,13,26,30,31
6/23/2010,2010-06-23,5,7,19,27,30,37
6/21/2010,2010-06-21,14,18,20,32,35,39
6/18/2010,2010-06-18,9,26,28,30,31,43
6/16/2010,2010-06-16,8,12,14,18,34,45
6/14/2010,2010-06-14,1,8,19,24,26,43
6/11/2010,2010-06-11,1,6,16,30,31,39
6/9/2010,2010-06-09,2,16,29,30,35,40
6/7/2010,2010-06-07,8,15,32,34,43,44
6/4/2010,2010-06-04,3,5,7,28,30,31
6/2/2010,2010-06-02,9,19,20,29,30,41
5/31/2010,2010-05-31,13,17,26,27,33,43
5/28/2010,2010-05-28,19,20,22,23,27,45
5/26/2010,2010-05-26,1,12,17,29,31,41
5/24/2010,2010-05-24,4,19,22,25,28,44
5/21/2010,2010-05-21,14,23,30,38,42,44
5/19/2010,2010-05-19,3,4,24,30,37,42
5/17/2010,2010-05-17,2,11,13,17,22,38
5/14/2010,2010-05-14,4,6,11,17,25,34
5/12/2010,2010-05-12,19,22,29,35,44,45
5/7/2010,2010-05-07,7,9,11,14,24,41
5/5/2010,2010-05-05,1,9,15,19,29,36
5/3/2010,2010-05-03,2,6,15,20,21,37
4/30/2010,2010-04-30,5,15,19,21,24,29
4/28/2010,2010-04-28,9,13,19,24,27,43
4/26/2010,2010-04-26,4,11,15,28,36,39
4/23/2010,2010-04-23,1,2,31,32,34,37
4/21/2010,2010-04-21,17,20,23,31,39,40
4/19/2010,2010-04-19,6,7,14,21,26,39
4/16/2010,2010-04-16,7,10,27,31,32,40
4/14/2010,2010-04-14,2,19,36,38,39,44
4/12/2010,2010-04-12,13,26,30,36,39,42
4/9/2010,2010-04-09,2,8,20,24,26,44
4/7/2010,2010-04-07,1,4,10,15,19,44
4/5/2010,2010-04-05,12,14,18,33,36,37
3/31/2010,2010-03-31,3,6,11,17,30,36
3/29/2010,2010-03-29,7,14,19,24,26,44
3/26/2010,2010-03-26,10,13,16,26,37,43
3/24/2010,2010-03-24,1,10,21,30,38,42
3/22/2010,2010-03-22,1,12,35,38,41,42
3/19/2010,2010-03-19,1,13,16,22,36,42
3/17/2010,2010-03-17,8,13,25,33,34,35
3/15/2010,2010-03-15,4,5,9,18,33,34
3/12/2010,2010-03-12,7,16,24,26,27,44
3/10/2010,2010-03-10,3,6,13,28,30,41
3/8/2010,2010-03-08,11,18,21,22,25,32
3/5/2010,2010-03-05,1,3,25,30,34,43
3/3/2010,2010-03-03,11,13,18,37,39,44
3/1/2010,2010-03-01,22,24,33,40,42,45
2/26/2010,2010-02-26,19,20,24,28,29,34
2/24/2010,2010-02-24,1,7,11,14,20,31
2/22/2010,2010-02-22,8,32,36,37,42,43
2/19/2010,2010-02-19,9,15,19,27,34,42
2/17/2010,2010-02-17,13,16,32,38,40,44
2/15/2010,2010-02-15,10,17,24,32,38,41
2/12/2010,2010-02-12,2,9,19,24,34,45
2/10/2010,2010-02-10,3,11,12,16,17,30
2/8/2010,2010-02-08,8,12,27,28,34,36
2/5/2010,2010-02-05,5,15,19,23,42,45
2/3/2010,2010-02-03,12,13,23,32,35,43
2/1/2010,2010-02-01,7,9,29,38,40,41
1/29/2010,2010-01-29,1,23,24,27,33,42
1/27/2010,2010-01-27,3,7,8,14,27,45
1/25/2010,2010-01-25,11,12,20,28,34,45
1/22/2010,2010-01-22,2,14,20,23,35,38
1/20/2010,2010-01-20,24,27,36,37,42,44
1/18/2010,2010-01-18,31,34,35,36,43,44
1/15/2010,2010-01-15,13,21,31,32,33,40
1/13/2010,2010-01-13,8,11,12,21,23,30
1/11/2010,2010-01-11,3,6,13,20,31,38
1/8/2010,2010-01-08,1,8,17,28,35,38
1/6/2010,2010-01-06,7,24,25,29,34,36
1/4/2010,2010-01-04,3,4,7,11,26,29
12/30/2009,2009-12-30,4,22,28,33,39,42
12/28/2009,2009-12-28,1,6,17,26,29,31
12/23/2009,2009-12-23,2,11,25,29,39,40
12/21/2009,2009-12-21,6,16,25,30,40,45
12/18/2009,2009-12-18,1,4,8,18,25,42
12/16/2009,2009-12-16,2,11,18,23,24,26
12/14/2009,2009-12-14,5,9,21,23,27,45
12/11/2009,2009-12-11,2,4,14,16,17,19
12/9/2009,2009-12-09,2,14,15,23,30,32
12/7/2009,2009-12-07,9,23,31,32,34,40
12/4/2009,2009-12-04,10,11,12,13,24,29
12/2/2009,2009-12-02,2,6,9,20,43,45
11/30/2009,2009-11-30,24,29,30,32,39,42
11/27/2009,2009-11-27,7,13,14,22,28,33
11/25/2009,2009-11-25,1,10,15,19,21,27
11/23/2009,2009-11-23,11,12,16,29,35,43
11/20/2009,2009-11-20,12,17,19,25,31,35
11/18/2009,2009-11-18,9,15,21,32,37,42
11/16/2009,2009-11-16,7,9,10,21,24,35
11/13/2009,2009-11-13,15,17,23,36,40,44
11/11/2009,2009-11-11,8,11,38,42,43,45
11/9/2009,2009-11-09,12,14,24,28,30,32
11/6/2009,2009-11-06,5,8,12,28,30,37
11/4/2009,2009-11-04,3,19,22,29,30,43
11/2/2009,2009-11-02,16,17,20,21,22,45
10/30/2009,2009-10-30,12,13,14,19,20,42
10/28/2009,2009-10-28,4,10,25,32,36,41
10/26/2009,2009-10-26,2,3,11,22,29,42
10/23/2009,2009-10-23,1,2,13,22,27,36
10/21/2009,2009-10-21,2,11,18,19,31,33
10/19/2009,2009-10-19,8,12,26,29,38,45
10/16/2009,2009-10-16,2,11,17,20,38,45
10/14/2009,2009-10-14,1,9,19,27,29,36
10/12/2009,2009-10-12,10,14,16,19,25,38
10/9/2009,2009-10-09,9,18,25,26,32,45
10/7/2009,2009-10-07,18,25,32,34,35,42
10/5/2009,2009-10-05,2,28,29,39,42,44
10/2/2009,2009-10-02,13,15,19,31,36,38
9/30/2009,2009-09-30,1,4,9,19,21,41
9/28/2009,2009-09-28,7,13,14,32,38,41
9/25/2009,2009-09-25,1,3,11,14,18,37
9/23/2009,2009-09-23,3,23,31,38,43,45
9/21/2009,2009-09-21,1,3,10,32,38,41
9/18/2009,2009-09-18,7,13,26,40,43,45
9/16/2009,2009-09-16,9,11,19,22,40,45
9/14/2009,2009-09-14,9,17,26,32,37,41
9/11/2009,2009-09-11,2,9,29,37,38,44
9/9/2009,2009-09-09,4,10,14,20,36,43
9/7/2009,2009-09-07,2,4,8,25,38,43
9/4/2009,2009-09-04,5,11,25,29,33,42
9/2/2009,2009-09-02,10,15,17,24,35,45
8/31/2009,2009-08-31,1,17,29,37,44,45
8/28/2009,2009-08-28,4,9,19,21,29,32
8/26/2009,2009-08-26,4,11,22,24,39,45
8/24/2009,2009-08-24,4,8,18,27,43,44
8/21/2009,2009-08-21,6,13,19,20,30,40
8/19/2009,2009-08-19,15,27,31,35,39,43
8/17/2009,2009-08-17,3,11,19,23,29,35
8/14/2009,2009-08-14,2,18,23,30,33,41
8/12/2009,2009-08-12,5,14,22,23,28,39
8/10/2009,2009-08-10,4,16,18,20,23,44
8/7/2009,2009-08-07,3,6,7,14,15,31
8/5/2009,2009-08-05,3,11,16,39,42,44
8/3/2009,2009-08-03,15,16,19,32,44,45
7/31/2009,2009-07-31,16,17,30,34,37,40
7/29/2009,2009-07-29,7,13,20,29,32,35
7/27/2009,2009-07-27,10,20,22,29,33,45
7/24/2009,2009-07-24,9,19,29,32,33,39
7/22/2009,2009-07-22,8,21,32,37,38,40
7/20/2009,2009-07-20,3,6,7,17,21,26
7/17/2009,2009-07-17,1,3,13,16,35,43
7/15/2009,2009-07-15,9,11,13,30,33,42
7/13/2009,2009-07-13,1,10,17,28,40,43
7/10/2009,2009-07-10,2,3,4,10,16,45
7/8/2009,2009-07-08,1,6,19,26,39,44
7/6/2009,2009-07-06,4,13,19,23,43,45
7/3/2009,2009-07-03,1,13,14,15,30,45
7/1/2009,2009-07-01,18,24,31,36,43,44
6/29/2009,2009-06-29,1,4,8,10,18,45
6/26/2009,2009-06-26,23,25,29,31,39,42
6/24/2009,2009-06-24,2,11,26,35,38,39
6/22/2009,2009-06-22,10,14,15,31,34,35
6/19/2009,2009-06-19,11,15,19,32,39,43
6/17/2009,2009-06-17,17,22,26,28,29,39
6/15/2009,2009-06-15,2,7,20,27,41,45
6/12/2009,2009-06-12,17,21,24,34,36,45
6/10/2009,2009-06-10,8,11,18,35,42,44
6/8/2009,2009-06-08,11,12,19,23,24,31
6/5/2009,2009-06-05,3,22,25,34,42,44
6/3/2009,2009-06-03,11,15,23,26,30,42
6/1/2009,2009-06-01,1,19,33,37,38,39
5/29/2009,2009-05-29,3,10,13,14,32,41
5/27/2009,2009-05-27,2,18,21,33,40,44
5/25/2009,2009-05-25,8,11,19,24,37,39
5/22/2009,2009-05-22,5,6,15,22,31,32
5/20/2009,2009-05-20,10,15,21,25,38,39
5/18/2009,2009-05-18,9,11,17,26,29,35
5/15/2009,2009-05-15,21,22,28,32,36,41
5/13/2009,2009-05-13,7,11,15,28,32,34
5/11/2009,2009-05-11,8,16,21,24,38,42
5/8/2009,2009-05-08,8,10,17,22,37,43
5/6/2009,2009-05-06,9,29,30,41,44,45
5/4/2009,2009-05-04,5,13,15,16,26,44
5/1/2009,2009-05-01,1,5,29,34,38,42
4/29/2009,2009-04-29,6,17,26,33,34,41
4/27/2009,2009-04-27,1,3,5,13,21,42
4/24/2009,2009-04-24,3,4,10,25,28,35
4/22/2009,2009-04-22,9,10,35,41,42,44
4/20/2009,2009-04-20,2,5,10,24,35,39
4/17/2009,2009-04-17,5,10,11,26,35,41
4/15/2009,2009-04-15,1,16,23,29,39,42
4/13/2009,2009-04-13,3,9,15,17,33,34
4/8/2009,2009-04-08,8,17,24,33,36,40
4/6/2009,2009-04-06,3,11,21,30,33,37
4/3/2009,2009-04-03,12,16,18,25,29,34
4/1/2009,2009-04-01,20,24,27,28,32,43
3/30/2009,2009-03-30,14,15,29,32,34,35
3/27/2009,2009-03-27,2,4,10,17,26,29
3/25/2009,2009-03-25,2,14,18,20,29,30
3/23/2009,2009-03-23,3,6,10,21,22,35
3/20/2009,2009-03-20,8,15,17,25,29,34
3/18/2009,2009-03-18,2,12,16,27,38,43
3/16/2009,2009-03-16,7,17,18,20,24,44
3/13/2009,2009-03-13,11,16,18,21,27,37
3/11/2009,2009-03-11,10,11,21,23,35,44
3/9/2009,2009-03-09,10,28,31,33,41,45
3/6/2009,2009-03-06,6,13,21,31,35,43
3/4/2009,2009-03-04,12,16,18,21,24,31
3/2/2009,2009-03-02,6,7,13,19,28,32
2/27/2009,2009-02-27,1,11,14,19,22,24
2/25/2009,2009-02-25,2,3,6,17,27,28
2/23/2009,2009-02-23,11,14,15,17,26,40
2/20/2009,2009-02-20,1,4,14,16,26,33
2/18/2009,2009-02-18,9,10,15,19,26,29
2/16/2009,2009-02-16,3,18,25,31,32,37
2/13/2009,2009-02-13,1,2,10,12,37,41
2/11/2009,2009-02-11,5,6,9,16,17,30
2/9/2009,2009-02-09,15,17,23,25,35,36
2/6/2009,2009-02-06,1,5,22,23,36,40
2/4/2009,2009-02-04,15,17,18,29,32,37
2/2/2009,2009-02-02,13,20,28,31,32,37
1/30/2009,2009-01-30,5,15,28,37,41,45
1/28/2009,2009-01-28,2,6,14,16,36,44
1/26/2009,2009-01-26,20,28,30,37,40,42
1/23/2009,2009-01-23,3,4,6,26,36,41
1/21/2009,2009-01-21,1,6,11,29,39,44
1/19/2009,2009-01-19,2,9,15,27,28,29
1/16/2009,2009-01-16,2,6,15,25,26,32
1/14/2009,2009-01-14,1,12,16,25,42,45
1/12/2009,2009-01-12,2,5,12,24,38,43
1/9/2009,2009-01-09,5,30,34,35,39,42
1/7/2009,2009-01-07,3,8,14,17,18,35
1/5/2009,2009-01-05,20,22,26,35,39,40
1/2/2009,2009-01-02,7,10,12,36,40,45
12/31/2008,2008-12-31,13,15,16,25,36,39
12/29/2008,2008-12-29,1,2,5,14,29,31
12/26/2008,2008-12-26,6,16,18,19,37,40
12/24/2008,2008-12-24,8,13,25,27,39,43
12/22/2008,2008-12-22,13,15,19,27,39,45
12/19/2008,2008-12-19,9,14,20,21,30,32
12/17/2008,2008-12-17,5,15,17,26,31,43
12/15/2008,2008-12-15,1,8,12,19,35,40
12/12/2008,2008-12-12,2,9,14,23,35,36
12/10/2008,2008-12-10,3,13,21,36,38,43
12/8/2008,2008-12-08,1,2,31,36,39,44
12/5/2008,2008-12-05,7,12,17,21,40,45
12/3/2008,2008-12-03,7,8,14,16,27,43
12/1/2008,2008-12-01,12,13,17,23,38,42
11/28/2008,2008-11-28,4,17,26,29,30,38
11/26/2008,2008-11-26,14,15,16,24,29,36
11/24/2008,2008-11-24,20,26,29,36,40,45
11/21/2008,2008-11-21,4,5,18,24,36,45
11/19/2008,2008-11-19,4,27,30,42,44,45
11/17/2008,2008-11-17,1,13,21,23,34,36
11/14/2008,2008-11-14,6,15,17,26,38,45
11/12/2008,2008-11-12,5,7,13,14,30,42
11/10/2008,2008-11-10,4,5,11,24,25,31
11/7/2008,2008-11-07,6,10,30,33,35,43
11/5/2008,2008-11-05,2,9,28,35,38,41
11/3/2008,2008-11-03,14,17,22,32,33,45
10/31/2008,2008-10-31,5,11,21,22,27,39
10/29/2008,2008-10-29,4,9,12,15,22,30
10/27/2008,2008-10-27,3,16,17,23,26,28
10/24/2008,2008-10-24,4,18,28,33,42,45
10/22/2008,2008-10-22,4,6,18,23,29,35
10/20/2008,2008-10-20,13,29,31,32,34,45
10/17/2008,2008-10-17,3,22,26,35,37,40
10/15/2008,2008-10-15,8,17,28,33,34,42
10/13/2008,2008-10-13,2,7,24,27,28,35
10/10/2008,2008-10-10,5,7,9,30,32,36
10/8/2008,2008-10-08,8,25,32,37,42,44
10/6/2008,2008-10-06,10,14,32,33,37,38
10/3/2008,2008-10-03,5,13,19,22,31,35
10/1/2008,2008-10-01,3,6,7,9,26,38
9/29/2008,2008-09-29,8,9,10,24,26,37
9/26/2008,2008-09-26,2,7,23,27,33,43
9/24/2008,2008-09-24,5,15,19,29,30,43
9/22/2008,2008-09-22,4,11,30,31,32,42
9/19/2008,2008-09-19,9,10,22,28,32,39
9/17/2008,2008-09-17,15,17,18,19,24,43
9/15/2008,2008-09-15,3,6,9,15,21,32
9/12/2008,2008-09-12,2,6,16,20,30,36
9/10/2008,2008-09-10,15,22,25,35,41,42
9/8/2008,2008-09-08,2,19,24,27,37,39
9/5/2008,2008-09-05,3,20,25,26,34,37
9/3/2008,2008-09-03,11,15,25,26,27,32
9/1/2008,2008-09-01,13,14,15,19,41,45
8/29/2008,2008-08-29,16,19,34,36,42,43
8/27/2008,2008-08-27,1,15,18,20,42,43
8/25/2008,2008-08-25,2,3,13,17,22,42
8/22/2008,2008-08-22,5,16,17,28,30,34
8/20/2008,2008-08-20,17,18,22,36,40,44
8/18/2008,2008-08-18,6,15,19,25,31,37
8/15/2008,2008-08-15,10,12,18,27,28,38
8/13/2008,2008-08-13,4,17,19,34,37,42
8/11/2008,2008-08-11,1,11,15,17,33,42
8/8/2008,2008-08-08,4,14,16,19,21,45
8/6/2008,2008-08-06,3,5,11,15,23,42
8/4/2008,2008-08-04,2,11,16,32,40,43
8/1/2008,2008-08-01,2,17,19,29,36,43
7/30/2008,2008-07-30,23,24,25,34,35,44
7/28/2008,2008-07-28,4,7,8,21,24,42
7/25/2008,2008-07-25,5,11,19,23,31,44
7/23/2008,2008-07-23,6,11,12,18,31,33
7/21/2008,2008-07-21,2,4,14,18,20,37
